player_name,age,position,club_involved,fee,transfer_period,year,season
Lukasz Skorupski,27,Goalkeeper,Bologna,9000000.0,out,Summer,2018,2018/2019
Marco Tumminello,19,Centre-Forward,Atalanta BC,5000000.0,out,Summer,2018,2018/2019
Juan Iturbe,25,Left Winger,Club Tijuana,3830000.0,out,Summer,2018,2018/2019
José Machín,21,Central Midfield,Pescara,1800000.0,out,Summer,2018,2018/2019
Ervin Zukanovic,31,Centre-Back,Genoa,1500000.0,out,Summer,2018,2018/2019
Grégoire Defrel,27,Centre-Forward,Sampdoria,1500000.0,out,Summer,2018,2018/2019
Bruno Peres,28,Right-Back,São Paulo,1400000.0,out,Summer,2018,2018/2019
Norbert Gyomber,26,Centre-Back,Perugia,500000.0,out,Summer,2018,2018/2019
Arturo Calabresi,22,Right-Back,Bologna,200000.0,out,Summer,2018,2018/2019
Gerson,21,Central Midfield,Fiorentina,92000.0,out,Summer,2018,2018/2019
Nicola Falasco,24,Left-Back,Avellino,90000.0,out,Summer,2018,2018/2019
Ezequiel Ponce,21,Centre-Forward,AEK Athens,50000.0,out,Summer,2018,2018/2019
Giammario Piscitella,25,Left Winger,Carpi,0.0,out,Summer,2018,2018/2019
Kevin Méndez,22,Left Winger,Karpaty,0.0,out,Summer,2018,2018/2019
Lorenzo Vasco,21,Defensive Midfield,Racing Aprilia,0.0,out,Summer,2018,2018/2019
Leandro Castán,31,Centre-Back,Vasco da Gama,0.0,out,Summer,2018,2018/2019
